accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude,injuryStatusParticipant10,injuryStatusParticipant11,injuryStatusParticipant12,injuryStatusParticipant13,injuryStatusParticipant14,injuryStatusParticipant15,injuryStatusParticipant16,injuryStatusParticipant17,injuryStatusParticipant18,injuryStatusParticipant19,injuryStatusParticipant20
2017-02-21,7:40:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",62,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,49.796246,24.054115,,,,,,,,,,,
2017-02-21,16:01:00,вівторок,місто,Львів,Франківський,вулиця,Кульпарківська,,Перехрестя вул. Кульпарківська - вул. Перфецького Л.,зіткнення бокове,"невиконання вимог сигналів регулювання, порушення правил маневрування, порушення правил проїзду перехресть",3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,49.814969,23.985665,,,,,,,,,,,
2017-02-23,17:07:00,четвер,місто,Львів,Франківський,вулиця,Київська,15,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.833087,24.009622,,,,,,,,,,,
2017-02-19,18:01:00,неділя,місто,Львів,Сихівський,вулиця,Хоткевича Г.,22,,наїзд на інші види перешкод,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості",2,легко травмований,без ушкоджень,,,,,,,,49.794844,24.047559,,,,,,,,,,,
2017-02-21,18:31:00,вівторок,місто,Львів,Франківський,вулиця,Рубчака І.,21А,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,,,,,,,,49.806187,24.010824,,,,,,,,,,,
2017-02-22,20:01:00,середа,місто,Львів,Франківський,вулиця,Наукова,,Перехрестя вул. Наукова - вул. Симоненка В.,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,помер на місці дтп,,,,,,,,49.805221,23.98662,,,,,,,,,,,
2017-02-23,22:15:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,105,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,тяжко травмований,,,,,,,,49.838688,24.008276,,,,,,,,,,,
2017-02-24,14:01:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,313,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.796821,24.072633,,,,,,,,,,,
2017-02-24,13:01:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,186,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.830128,23.965205,,,,,,,,,,,
2017-02-22,9:30:00,середа,місто,Львів,Галицький,площа,"Святого Теодора, пл.",,"Перехрестя Святого Теодора, пл., - вул. Замарстинівська",наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.847185,24.028527,,,,,,,,,,,
2017-02-13,16:05:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,208,,зіткнення з задньою частиною ТЗ,"керування транспортним засобом у нетверезому стані, недодержання дистанції",2,легко травмований,без ушкоджень,,,,,,,,49.817025,23.986824,,,,,,,,,,,
2017-02-27,16:35:00,понеділок,місто,Львів,Галицький,вулиця,Драгоманова М.,,"Перехрестя вул. Драгоманова М., - вул. Грушевського М.",наїзд на пішохода - на регульованому пішохідному переході,,2,без ушкоджень,легко травмований,,,,,,,,49.835042,24.031799,,,,,,,,,,,
2017-03-04,23:34:00,субота,місто,Львів,Франківський,вулиця,Стрийська,78,,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, порушення правил маневрування, недодержання дистанції",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,49.819511,24.020233,,,,,,,,,,,
2017-03-04,13:15:00,субота,місто,Львів,Залізничний,площа,"Двірцева, пл.",1,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.839654,23.99464,,,,,,,,,,,
2017-03-02,19:15:00,четвер,місто,Львів,Личаківський,вулиця,Глинянський Тракт,,,падіння пасажира,"порушення правил перевезення пасажирів, порушення правил маневрування",2,без ушкоджень,легко травмований,,,,,,,,49.840889,24.093962,,,,,,,,,,,
2017-02-09,23:10:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,9,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.857627,24.023355,,,,,,,,,,,
2017-03-02,22:01:00,четвер,місто,Львів,Галицький,площа,"Соборна, пл.",,,наїзд на пішохода - на нерегульованому пішохідному переході,,2,без ушкоджень,тяжко травмований,,,,,,,,49.839034,24.034631,,,,,,,,,,,
2017-02-09,15:35:00,четвер,місто,Львів,Шевченківський,вулиця,Грінченка Б.,,,падіння пасажира,,2,легко травмований,без ушкоджень,,,,,,,,49.870756,24.05508,,,,,,,,,,,
2017-02-18,21:01:00,субота,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,9,,падіння пасажира,,2,без ушкоджень,легко травмований,,,,,,,,49.792479,24.065793,,,,,,,,,,,
2017-02-16,21:45:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,,ТЦ Магнус,наїзд на пішохода - на нерегульованому пішохідному переході,,2,без ушкоджень,легко травмований,,,,,,,,49.844168,24.024675,,,,,,,,,,,
2017-02-07,9:01:00,вівторок,місто,Львів,Сихівський,вулиця,Зелена,,Авторинок,наїзд на пішохода - на нерегульованому пішохідному переході,,2,без ушкоджень,легко травмований,,,,,,,,49.799813,24.06847,,,,,,,,,,,
2017-03-01,19:40:00,середа,місто,Львів,Шевченківський,вулиця,Джерельна,,"Перехрестя вул. Джерельна - вул. Грекова О., ген.",наїзд на пішохода - пішохід рухався у попутному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.851456,24.019434,,,,,,,,,,,
2017-02-06,12:01:00,понеділок,місто,Львів,Галицький,площа,"Ринок, пл.",,Болард,наїзд на інші види перешкод,,2,без ушкоджень,легко травмований,,,,,,,,49.841221,24.030833,,,,,,,,,,,
2017-02-27,14:15:00,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",,,падіння пасажира,,2,без ушкоджень,легко травмований,,,,,,,,49.85543,24.022272,,,,,,,,,,,
2017-02-08,14:01:00,середа,місто,Львів,Шевченківський,вулиця,Брюховицька,,,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,,2,без ушкоджень,тяжко травмований,,,,,,,,49.871545,23.956461,,,,,,,,,,,
2017-02-28,19:35:00,вівторок,місто,Львів,Галицький,проспект,"Свободи, просп.",22,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,,2,без ушкоджень,легко травмований,,,,,,,,49.843317,24.027105,,,,,,,,,,,
2017-03-01,20:41:00,середа,місто,Львів,Шевченківський,вулиця,Єрошенка В.,,,наїзд на пішохода - на нерегульованому пішохідному переході,,2,без ушкоджень,тяжко травмований,,,,,,,,49.855085,24.003046,,,,,,,,,,,
2017-03-02,21:03:00,четвер,місто,Львів,Залізничний,вулиця,Виговського І.,,,наїзд на пішохода - на нерегульованому пішохідному переході,,2,легко травмований,легко травмований,,,,,,,,49.821262,23.968477,,,,,,,,,,,
