accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,latitude,longitude
2018-04-27,19:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.812276,23.984506
2018-05-24,22:19:00,четвер,місто,Львів,Франківський,вулиця,Перфецького Л.,3,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості , порушення правил маневрування",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.813242,23.991115
2018-04-27,10:32:00,п'ятниця,місто,Львів,Залізничний,вулиця,Кульпарківська,226,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,49.804799,23.981159
2018-05-14,10:28:00,понеділок,місто,Львів,Личаківський,вулиця,Богданівська,1,null,зіткнення лобове,перевищення безпечної швидкості,8,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,49.846652,24.084939
2018-04-20,14:45:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хімічна,null,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.853807,24.023247
2018-05-03,20:01:00,четвер,місто,Львів,Личаківський,вулиця,Аральська,5,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.826394,24.052328
2018-05-15,22:05:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,null,перехрестя вул. Кульпарківська - вул. Садова,зіткнення бокове,"порушення правил маневрування , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.821414,23.988626
2018-05-01,17:01:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",103,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,49.785826,24.059324
2018-05-02,16:10:00,середа,місто,Львів,Шевченківський,вулиця,Волинська,31,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.857277,24.042265
2018-05-29,21:25:00,вівторок,місто,Львів,Залізничний,вулиця,Любінська,92,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.824318,23.97772
2018-04-25,13:10:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,225,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.863972,24.052366
2018-05-15,11:43:00,вівторок,місто,Львів,Галицький,вулиця,Стрийська,42,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,тяжко травмований,null,null,null,null,null,null,null,49.826723,24.028081
2018-05-04,15:30:00,п'ятниця,місто,Львів,Франківський,вулиця,Київська,25,null,зіткнення лобове,порушення правил маневрування,3,тяжко травмований,легко травмований,без ушкоджень,null,null,null,null,null,49.833395,24.008281
2018-04-24,11:08:00,вівторок,місто,Львів,Личаківський,вулиця,Богданівська,1,null,зіткнення з задньою частиною тз,перевищення безпечної швидкості,5,легко травмований,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,null,null,null,49.843677,24.085636
2018-04-19,14:55:00,четвер,місто,Львів,Галицький,проспект,"Свободи, просп.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.840802,24.028645
2018-05-07,19:01:00,понеділок,місто,Львів,Сихівський,вулиця,Угорська,14,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"перевищення безпечної швидкості , керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.809573,24.046422
2018-05-07,14:40:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,null,перехрестя вул. Володимира Великого - вул. Княгині Ольги,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.810386,24.000342
2018-05-07,14:43:00,понеділок,місто,Львів,Галицький,вулиця,Хлібна,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.827479,24.041313
2018-05-19,8:01:00,субота,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.799709,24.026563
2018-05-19,3:05:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,52,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839913,24.011371
2018-05-24,17:50:00,четвер,місто,Львів,Личаківський,вулиця,Ковельська,1,null,наїзд на пішохода - стояв на проїздній частині,порушення правил зупинки і стоянки транспортного засобу,1,легко травмований,null,null,null,null,null,null,null,49.858834,24.059007
2018-04-22,13:01:00,неділя,місто,Львів,Личаківський,вулиця,Руставелі Ш.,null,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.834875,24.034857
2018-04-26,18:20:00,четвер,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,"перехрестя Чорновола В., просп., - вул. Під Дубом",наїзд на пішохода - на регульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,49.850467,24.024487
2018-05-09,19:20:00,середа,місто,Львів,Шевченківський,вулиця,Миколайчука І.,7,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.870953,24.042597
2018-04-21,11:08:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,235,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.831803,23.975054
2018-05-22,14:01:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.868108,23.952202
2018-05-13,10:55:00,неділя,місто,Львів,Франківський,вулиця,Стрийська,306,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.787402,24.014627
2018-04-24,18:27:00,вівторок,місто,Львів,Шевченківський,вулиця,Клепарівська,24,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.85055,24.015046
2018-05-13,15:42:00,неділя,місто,Львів,Шевченківський,вулиця,Клепарівська,39А,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.853667,24.014354
2018-04-27,12:31:00,п'ятниця,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",23,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.824612,24.011564
2018-04-30,20:11:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,129,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.783696,24.014257
2018-05-13,3:53:00,неділя,місто,Львів,Шевченківський,вулиця,Липи Ю.,16,null,зіткнення бокове,"порушення правил маневрування , керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,null,null,null,null,null,null,49.865317,24.015352
2018-04-28,0:03:00,субота,місто,Львів,Франківський,вулиця,Княгині Ольги,1,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.825647,24.009247
2018-04-24,2:28:00,вівторок,місто,Львів,Личаківський,вулиця,Сковороди Г.,3,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.839297,24.050515
2018-05-20,15:07:00,неділя,місто,Львів,Личаківський,вулиця,Медової Печери,null,Мототрек,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.819808,24.091151
2018-05-02,21:08:00,середа,місто,Львів,Залізничний,вулиця,Коротка,null,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.837685,24.00429
2018-05-06,13:40:00,неділя,місто,Львів,Франківський,вулиця,Наукова,null,перехрестя вул. Наукова - вул. Княгині Ольги,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.804152,23.997429
2018-04-20,7:08:00,п'ятниця,місто,Львів,Галицький,проспект,"Свободи, просп.",24,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.843573,24.026896
2018-05-23,22:45:00,середа,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.862561,24.018334
2018-05-03,8:01:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.844431,24.02548
2018-04-21,18:01:00,субота,місто,Львів,Сихівський,вулиця,Дністерcька,2,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.818057,24.057629
2018-05-14,9:30:00,понеділок,місто,Львів,Галицький,вулиця,Городоцька,25,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.843224,24.022577
2018-05-07,20:01:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,124,null,наїзд на пішохода - лежав на дорозі,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.818631,23.98766
2018-05-14,18:30:00,понеділок,місто,Львів,Галицький,вулиця,Вітовського Д.,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.829817,24.029846
2018-05-21,16:15:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,20,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.810123,24.003056
2018-05-02,11:14:00,середа,місто,Львів,Личаківський,вулиця,Пекарська,69,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,"порушення правил маневрування , перехід у невстановленому місці",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.835768,24.048418
2018-05-06,9:03:00,неділя,місто,Львів,Шевченківський,вулиця,Липинського В.,44,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.863779,24.033891
2018-05-08,19:35:00,вівторок,місто,Львів,Сихівський,вулиця,Стуса В.,57А,null,зіткнення бокове,"перевищення безпечної швидкості , порушення правил маневрування",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.817285,24.045601
2018-05-30,18:15:00,середа,місто,Львів,Франківський,вулиця,Героїв УПА,13,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"перевищення безпечної швидкості , недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.834779,24.00414
2018-04-18,0:01:00,середа,місто,Львів,Сихівський,вулиця,Стрийська,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.773006,24.014182
2018-05-25,9:20:00,п'ятниця,місто,Львів,Залізничний,вулиця,Широка,31,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",4,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,49.842331,23.975735
2018-04-24,13:30:00,вівторок,місто,Львів,Сихівський,вулиця,Навроцького В.,null,"перехрестя вул. Навроцького В., - Червоної Калини, просп.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.811795,24.045897
2018-05-31,19:35:00,четвер,місто,Львів,Сихівський,вулиця,Вернадського В.,39,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.787312,24.02254
2018-04-20,16:20:00,п'ятниця,місто,Львів,Галицький,вулиця,Винниченка В.,12,null,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.840518,24.036621
2018-05-06,22:40:00,неділя,місто,Львів,Сихівський,вулиця,Угорська,null,"перехрестя вул. Угорська - Червоної Калини, просп.",зіткнення бокове,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.810275,24.046218
2018-05-16,12:41:00,середа,місто,Львів,Личаківський,вулиця,Пасічна,45,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості , порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.829706,24.06958
2018-04-25,8:30:00,середа,місто,Львів,Шевченківський,вулиця,Єрошенка В.,14,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.849765,24.001796
2018-05-16,13:20:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,166,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",4,без ушкоджень,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,49.831502,23.97308
2018-04-19,8:30:00,четвер,місто,Львів,Франківський,вулиця,Кульпарківська,null,перехрестя вул. Кульпарківська - вул. Наукова,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.805713,23.981738
2018-05-22,21:40:00,вівторок,місто,Львів,Франківський,вулиця,Городоцька,227,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.832339,23.977989
2018-05-11,17:50:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,63,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.840013,24.049029
2018-04-22,8:26:00,неділя,місто,Львів,Галицький,вулиця,Підвальна,null,перехрестя вул. Підвальна - вул. Руська,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.841975,24.035227
2018-06-01,9:40:00,п'ятниця,місто,Львів,Сихівський,вулиця,Луганська,null,перехрестя вул. Стрийська - вул. Луганська,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.81204000854659,24.0196575583943
2018-05-06,13:43:00,неділя,місто,Львів,Личаківський,вулиця,Пасічна,28,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.831962,24.066796
2018-05-23,8:28:00,середа,місто,Львів,Личаківський,вулиця,Медової Печери,39,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.82609,24.077026
2018-05-31,16:23:00,четвер,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",59,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"недодержання дистанції , порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.857225,24.021172
2018-05-25,19:29:00,п'ятниця,місто,Львів,Личаківський,вулиця,Хмельницького Б.,267,null,зіткнення бокове,"перевищення безпечної швидкості , порушення правил маневрування",4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.871202,24.058374
2018-06-03,0:16:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,76,null,зіткнення бокове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,тяжко травмований,тяжко травмований,null,null,null,null,49.82556,23.98979
2018-05-07,20:01:00,понеділок,місто,Львів,Сихівський,вулиця,Угорська,27,null,наїзд на пішохода - на нерегульованому пішохідному переході,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,49.810462,24.045392
2018-05-03,12:18:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,242,null,зіткнення бокове,перевищення безпечної швидкості,5,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,49.827761,23.943924
2018-05-01,19:48:00,вівторок,місто,Львів,Галицький,вулиця,Стуса В.,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.823518,24.038107
2018-05-02,20:30:00,середа,місто,Львів,Галицький,вулиця,Городоцька,105,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.838678,24.008201
2018-04-18,22:15:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,319,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.827246,23.949863
2018-05-24,11:08:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,222,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,49.859574,23.971514
2018-05-18,12:54:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стуса В.,57А,null,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.817417,24.044555
2018-05-05,17:01:00,субота,місто,Львів,Сихівський,вулиця,Угорська,null,"перехрестя вул. Угорська - Червоної Калини, просп.",зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.810296,24.046175
2018-05-14,9:24:00,понеділок,місто,Львів,Сихівський,вулиця,Скорини Ф.,40,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.798691,24.024315
2018-05-24,0:20:00,четвер,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",null,"перехрестя вул. Чупринки Т., ген., - вул. Київська",зіткнення бокове,"порушення правил маневрування , невиконання вимог сигналів регулювання",3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,49.83235,24.012036
2018-04-02,18:01:00,понеділок,місто,Львів,Франківський,вулиця,Княгині Ольги,null,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.811529,24.000235
2018-05-15,14:51:00,вівторок,місто,Львів,Франківський,вулиця,Мельника А.,3,null,наїзд на пішохода - на регульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.832222,24.002166
2018-05-30,23:11:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,335,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.865701,23.957614
2018-04-19,10:09:00,четвер,місто,Львів,Франківський,вулиця,Стрийська,244,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,порушення правил маневрування,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,49.793663,24.016033
2018-05-11,19:52:00,п'ятниця,місто,Львів,Залізничний,вулиця,Патона Є.,2/4А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості , порушення правил проїзду пішохідних переходів",3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,49.822736,23.964964
2018-06-05,18:01:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,185,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.834702,23.991319
2018-04-23,22:10:00,понеділок,місто,Львів,Личаківський,вулиця,Личаківська,16,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839861,24.039921
2018-04-29,13:08:00,неділя,місто,Львів,Залізничний,вулиця,Виговського І.,77,null,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,49.81291,23.978444
2018-04-28,21:01:00,субота,місто,Львів,Шевченківський,вулиця,Замарстинівська,null,"По дорозі до Брюховичів, поворот на вул. Збиранку",наїзд на інші види перешкод,порушення правил маневрування,1,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.891096,23.979378
2018-04-27,13:03:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,51,null,зіткнення з задньою частиною тз,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.810206,24.002214
2018-04-22,20:21:00,неділя,місто,Львів,Шевченківський,вулиця,Грінченка Б.,42,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.872658,24.050606
2018-06-05,15:54:00,вівторок,місто,Львів,Франківський,вулиця,Окружна,null,перехрестя вул. Окружна - вул. Любінська,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.827104,23.982725
2018-05-02,19:30:00,середа,місто,Львів,Галицький,вулиця,Листопадового Чину,22,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,49.839086,24.017964
2018-05-30,19:01:00,середа,місто,Львів,Галицький,вулиця,Дорошенка П.,13,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839923,24.026665
2018-04-27,17:05:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,145/2,null,зіткнення бокове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.860881,23.968413
2018-04-29,13:55:00,неділя,місто,Львів,Франківський,вулиця,Володимира Великого,23,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.809047,24.011419
2018-05-24,12:15:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",42,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил маневрування , порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.798123,24.049764
2018-06-10,11:27:00,неділя,місто,Львів,Личаківський,вулиця,Студентська,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.829322,24.045757
2018-06-08,20:58:00,п'ятниця,місто,Львів,Галицький,вулиця,Князя Романа,12,null,зіткнення бокове,порушення правил маневрування,5,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,49.838543,24.032507
2018-06-18,13:01:00,понеділок,місто,Львів,Галицький,вулиця,"Свободи, просп.",22,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,легко травмований,легко травмований,null,null,null,null,null,null,49.843341,24.027046
2018-06-15,13:15:00,п'ятниця,місто,Львів,Сихівський,вулиця,Луганська,10А,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.808582,24.047077
2018-07-06,20:37:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,147,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.814344,24.063435
2018-07-06,11:50:00,п'ятниця,місто,Львів,Галицький,вулиця,Вірменська,28,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.843245,24.032561
2018-07-11,11:49:00,середа,місто,Львів,Франківський,вулиця,Княгині Ольги,5Б,null,зіткнення лобове,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.822304,24.006586
2018-07-05,17:57:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,174,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.830779,23.968949
2018-07-12,21:40:00,четвер,місто,Львів,Шевченківський,вулиця,Жовківська,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.852148,24.03226
2018-06-02,8:01:00,субота,місто,Львів,Галицький,вулиця,Зернова,1,null,наїзд на пішохода - стояв на проїздній частині,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.846406,24.024289
2018-06-22,8:46:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стуса В.,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості , порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.822134,24.038998
2018-06-11,19:06:00,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,226А,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,49.807007,23.978257
2018-06-27,16:30:00,середа,місто,Львів,Залізничний,вулиця,Виговського І.,19,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.825841,23.967742
2018-07-13,18:01:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,94,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,49.839114,24.00937
