accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,latitude,longitude
2018-01-14,2:20:00,неділя,місто,Львів,Галицький,проспект,"Чорновола В., просп.",2,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.848904,24.025651
2018-01-03,19:10:00,середа,місто,Львів,Франківський,вулиця,Київська,null,"перехрестя вул. Київська - вул. Чупринки Т., ген.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.832343,24.012047
2018-01-01,4:58:00,понеділок,місто,Львів,Залізничний,вулиця,Виговського І.,51,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.815523,23.973606
2018-01-10,18:05:00,середа,місто,Львів,Сихівський,вулиця,Пимоненка М.,19,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.809209,24.07775
2018-01-12,12:35:00,п'ятниця,місто,Львів,Галицький,вулиця,Університетська,1,null,падіння пасажира,"перевищення безпечної швидкості , порушення правил перевезення пасажирів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839989,24.022003
2018-01-02,18:05:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,113,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.838311,24.007326
2018-01-02,17:15:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,65,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.839986,24.049244
2018-01-02,15:17:00,вівторок,місто,Львів,Шевченківський,вулиця,Варшавська,1,null,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.855043,24.014418
2018-01-10,18:05:00,середа,місто,Львів,Шевченківський,вулиця,Промислова,52,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.861137,24.043767
2018-01-16,13:01:00,вівторок,місто,Львів,Галицький,вулиця,Винниченка В.,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.842355,24.036192
2018-01-07,12:50:00,неділя,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",38,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.832242,24.011827
2018-01-07,23:30:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,171,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.859961,23.970559
2018-01-07,18:45:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.868111,23.952282
2018-01-06,10:07:00,субота,місто,Львів,Личаківський,вулиця,Лисеницька,13,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер по дорозі в лікарню,null,null,null,null,null,null,49.816413,24.082997
2018-01-16,12:38:00,вівторок,місто,Львів,Шевченківський,вулиця,Базарна,11,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.84632,24.018688
2018-01-11,21:40:00,четвер,місто,Львів,Галицький,вулиця,Торгова,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.84467,24.026687
2018-01-11,8:01:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",50,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.796807,24.052334
2018-01-17,2:40:00,середа,місто,Львів,Галицький,проспект,"Свободи, просп.",null,"перехрестя Свободи, просп., - вул. Торгова",зіткнення бокове,перевищення безпечної швидкості,4,без ушкоджень,легко травмований,легко травмований,без ушкоджень,null,null,null,null,49.844611,24.026316
2018-01-04,18:01:00,четвер,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.815108,24.073126
2018-01-12,20:08:00,п'ятниця,місто,Львів,Залізничний,вулиця,Любінська,38,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.824501,23.978058
2018-01-02,19:01:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,289,null,зіткнення бокове,перевищення безпечної швидкості,8,тяжко травмований,помер у лікарні протягом 30 діб,без ушкоджень,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,тяжко травмований,49.829332,23.961139
2018-01-05,13:01:00,п'ятниця,місто,Львів,Сихівський,вулиця,Сихівська,13,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.796118,24.062676
2018-01-12,19:25:00,п'ятниця,місто,Львів,Сихівський,вулиця,Пасічна,127,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.807326,24.071954
2018-01-05,7:10:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,125Б,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.809095,23.982419
2018-01-17,19:50:00,середа,місто,Львів,Франківський,вулиця,Кульпарківська,null,перехрестя вул. Кульпарківська - вул. Перфецького Л.,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.815004,23.985643
2018-01-02,15:30:00,вівторок,місто,Львів,Залізничний,вулиця,Патона Є.,null,"перехрестя вул. Патона Є., - вул. Городоцька",зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.826827,23.947599
2018-01-06,17:46:00,субота,місто,Львів,Сихівський,вулиця,Стуса В.,57А,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.817441,24.045494
2018-01-16,23:13:00,вівторок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",13,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.8705,24.031547
2018-01-14,1:15:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,108,null,зіткнення бокове,"виїзд на смугу зустрічного руху , перевищення безпечної швидкості",4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,49.847956,24.000605
2018-01-07,21:05:00,неділя,місто,Львів,Галицький,вулиця,Куліша П.,46,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,3,без ушкоджень,тяжко травмований,тяжко травмований,null,null,null,null,null,49.84972,24.024391
2018-01-16,23:50:00,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,52,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,49.811487,23.989254
2018-01-23,11:01:00,вівторок,місто,Львів,Галицький,вулиця,Князя Романа,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.837671,24.033033
2018-02-12,5:58:00,понеділок,місто,Львів,Сихівський,вулиця,Зубрівська,24,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.798269,24.063374
2018-01-20,17:45:00,субота,місто,Львів,Галицький,вулиця,Під Дубом,48,null,зіткнення бокове,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,49.850474,24.024675
2018-01-24,15:30:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,210,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.829568,23.962249
2018-02-18,11:30:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45А,null,зіткнення з задньою частиною тз,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.853342,24.023436
2018-02-19,15:47:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,null,Скнилівський Міст,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.823408,23.929188
2018-02-02,0:30:00,п'ятниця,місто,Львів,Галицький,вулиця,Саксаганського П.,1,null,наїзд на інші види перешкод,"перевищення безпечної швидкості , керування транспортним засобом у нетверезому стані",1,легко травмований,null,null,null,null,null,null,null,49.835554,24.032523
2018-02-20,19:01:00,вівторок,місто,Львів,Залізничний,вулиця,Гніздовського Я.,75,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839131,23.969615
2018-01-26,14:30:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,null,перехрестя вул. Хмельницького Б. - вул. Грінченка Б.,зіткнення бокове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.869844,24.057248
2018-02-23,14:30:00,п'ятниця,місто,Львів,Личаківський,вулиця,Лисеницька,null,перехрестя вул. Пасічна - вул. Лисеницька,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.81652,24.077418
2018-01-24,17:36:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,317,null,зіткнення з задньою частиною тз,порушення правил маневрування,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,49.872001,23.93922
2018-01-16,7:45:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,224,null,зіткнення з задньою частиною тз,недодержання дистанції,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.859906,23.970773
2018-01-21,20:13:00,неділя,місто,Львів,Залізничний,вулиця,Повітряна,6,null,зіткнення з задньою частиною тз,перевищення безпечної швидкості,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,49.84615,23.984281
2018-02-20,9:15:00,вівторок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",12,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.847091,24.025646
2018-02-27,11:20:00,вівторок,місто,Львів,Личаківський,вулиця,Богданівська,null,перехрестя вул. Богданівська - вул. Кривчицька Дорога,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,49.84039,24.085486
2018-02-14,17:01:00,середа,місто,Львів,Личаківський,вулиця,Богданівська,3,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.846735,24.084933
2018-01-19,1:23:00,п'ятниця,місто,Львів,Личаківський,вулиця,Хмельницького Б.,214,null,зіткнення з задньою частиною тз,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.869608,24.057076
2018-02-19,18:45:00,понеділок,місто,Львів,Франківський,вулиця,Тролейбусна,null,перехрестя вул. Тролейбусна - вул. Наукова,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.803151,24.006371
2018-02-20,0:05:00,вівторок,місто,Львів,Сихівський,вулиця,Стуса В.,12,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,помер на місці дтп,null,null,null,null,null,null,49.818863,24.041911
2018-02-21,21:23:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.799536,24.047919
2018-02-21,16:14:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,зіткнення бокове,порушення правил маневрування,4,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,null,49.871081,23.944166
2018-01-25,20:03:00,четвер,місто,Львів,Залізничний,вулиця,Хотинська,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.837633,24.004998
2018-03-02,15:44:00,п'ятниця,місто,Львів,Франківський,вулиця,Княгині Ольги,17,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.817659,24.003453
2018-02-25,8:01:00,неділя,місто,Львів,Личаківський,вулиця,Пасічна,49А,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,49.828751,24.07186
2018-02-05,19:01:00,понеділок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",23,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.872803,24.037753
2018-02-03,16:53:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,49.835602,23.995165
2018-02-07,16:30:00,середа,місто,Львів,Залізничний,вулиця,Станційна,16,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.821805,23.932203
2018-01-24,18:26:00,середа,місто,Львів,Шевченківський,вулиця,Промислова,52,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.861213,24.043783
2018-02-17,20:23:00,субота,місто,Львів,Шевченківський,вулиця,Варшавська,213,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,тяжко травмований,легко травмований,null,null,null,null,null,null,49.867261,24.015657
2018-02-16,12:23:00,п'ятниця,місто,Львів,Галицький,проспект,"Чорновола В., просп.",3,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.846735,24.025592
2018-01-30,7:30:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",77,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,перехід у невстановленому місці,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.79573,24.055129
2018-01-30,5:50:00,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,58,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,49.865234,24.048423
2018-01-30,7:40:00,вівторок,місто,Львів,Франківський,вулиця,Городоцька,209,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"перевищення безпечної швидкості , порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.833312,23.983235
2018-01-29,18:50:00,понеділок,місто,Львів,Галицький,вулиця,"Чупринки Т., ген.",null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.834408,24.016129
2018-02-26,13:47:00,понеділок,місто,Львів,Шевченківський,вулиця,Замарстинівська,274,null,перекидання тз,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,49.877906,24.005277
2018-01-21,8:21:00,неділя,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,292,null,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,5,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,49.87327,24.06015
2018-01-01,17:01:00,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,null,null,наїзд на пішохода - стояв на проїздній частині,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.857146,24.022583
2018-01-16,15:25:00,вівторок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.872997,24.049737
2018-01-19,22:10:00,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,45,null,наїзд на дорожне огородження,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,49.829845,24.06939
2018-01-16,17:40:00,вівторок,місто,Львів,Сихівський,вулиця,Стрийська,null,null,зіткнення з задньою частиною тз,недодержання дистанції,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.783703,24.014375
2018-02-16,23:07:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,24,null,зіткнення бокове,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.861126,24.028049
2018-01-19,17:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,null,Біля Гелікону,наїзд на інші види перешкод,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,49.816873,23.986738
2018-02-04,11:50:00,неділя,місто,Львів,Личаківський,вулиця,Левицького К.,17,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.835474,24.037448
2018-01-24,16:43:00,середа,місто,Львів,Сихівський,вулиця,Луганська,null,АЗС Wog,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , порушення правил маневрування",3,без ушкоджень,тяжко травмований,без ушкоджень,null,null,null,null,null,49.81175,24.022154
2018-02-19,18:45:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,перехрестя вул. Шевченка Т. - вул. Величковського І.,падіння пасажира,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.872858,23.928566
2018-02-11,13:01:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",95,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.863267,24.016424
2018-02-06,17:45:00,вівторок,місто,Львів,Сихівський,вулиця,Морозна,19,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.796156,24.068835
2018-01-21,16:48:00,неділя,місто,Львів,Франківський,вулиця,Сяйво,null,перехрестя вул. Сяйво - вул. Городоцька,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.832312,23.977457
2018-02-22,16:15:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,"перехрестя Червоної Калини, просп., - вул. Угорська",зіткнення з задньою частиною тз,.,2,легко травмований,легко травмований,null,null,null,null,null,null,49.810244,24.046476
2018-02-14,16:10:00,середа,місто,Львів,Личаківський,вулиця,Пасічна,84Д,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.820961,24.075696
2018-01-30,9:15:00,вівторок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,6Б,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.872672,24.05073
2018-01-27,11:48:00,субота,місто,Львів,Франківський,вулиця,Княгині Ольги,5Б,null,наїзд на пішохода - на нерегульованому пішохідному переході,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,49.823217,24.007176
2018-02-04,23:01:00,неділя,місто,Львів,Сихівський,вулиця,Стрийська,129,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.783734,24.014246
2018-02-22,14:08:00,четвер,місто,Львів,Галицький,вулиця,"Чупринки Т., ген.",14,null,зіткнення бокове,перевищення безпечної швидкості,4,легко травмований,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.833734,24.014761
2018-02-19,11:38:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,null,"перехрестя вул. Янева В., - вул. Володимира Великого",зіткнення лобове,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.809029,24.011757
2018-02-09,22:05:00,п'ятниця,місто,Львів,Франківський,вулиця,Любінська,null,перехрестя вул. Любінська - вул. Окружна,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,49.827104,23.982747
2018-02-05,21:40:00,понеділок,місто,Львів,Галицький,вулиця,Снопківська,31,null,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.826322,24.036278
2018-02-26,19:03:00,понеділок,місто,Львів,Шевченківський,вулиця,Тунельна,null,перехрестя вул. Тунельна - вул. Винниця,зіткнення лобове,перевищення безпечної швидкості,4,тяжко травмований,легко травмований,легко травмований,тяжко травмований,null,null,null,null,49.861403,24.001619
2018-01-28,22:01:00,неділя,місто,Львів,Шевченківський,вулиця,Миколайчука І.,20,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,49.869663,24.031424
2018-01-23,14:04:00,вівторок,місто,Львів,Галицький,вулиця,Дорошенка П.,8,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"порушення правил проїзду пішохідних переходів , порушення правил маневрування",2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839858,24.026536
2018-02-02,19:50:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,76,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.838626,24.008013
2018-02-25,14:40:00,неділя,місто,Львів,Сихівський,вулиця,Мікльоша К.,null,"перехрестя вул. Мікльоша К., - вул. Стрийська",зіткнення лобове,перевищення безпечної швидкості,5,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,49.78373,24.014246
2018-01-07,21:40:00,неділя,місто,Львів,Шевченківський,вулиця,Миколайчука І.,null,перехрестя вул. Миколайчука І. - вул. Липинського В.,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.865252,24.04433
2018-02-12,13:20:00,понеділок,місто,Львів,Галицький,площа,"Міцкевича А., пл.",1,null,зіткнення лобове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,49.839103,24.030501
2018-02-09,17:49:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,199,null,зіткнення лобове,"виїзд на смугу зустрічного руху , перевищення безпечної швидкості",3,легко травмований,тяжко травмований,легко травмований,null,null,null,null,null,49.774779,24.014311
2018-02-09,20:01:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Нагірна,4А,null,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,49.877871,24.06258
2018-02-12,9:01:00,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,230,null,зіткнення з задньою частиною тз,недодержання дистанції,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.802607,23.980569
2018-01-26,21:28:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,100,null,зіткнення бокове,перевищення безпечної швидкості,4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,49.812944,23.978418
2018-02-13,14:15:00,вівторок,місто,Львів,Личаківський,вулиця,Богданівська,192,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.848631,24.083877
2018-02-25,4:30:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.830606,23.968284
2018-01-28,14:49:00,неділя,місто,Львів,Шевченківський,вулиця,Замарстинівська,27,null,зіткнення з задньою частиною тз,"перевищення безпечної швидкості , недодержання дистанції",3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,49.852664,24.027754
2018-02-03,18:01:00,субота,місто,Львів,Личаківський,вулиця,Глинянський Тракт,22,перехрестя вул. Глинянський Тракт - вул. Ромоданівська,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,49.836938,24.073861
2018-02-17,12:45:00,субота,місто,Львів,Галицький,площа,"Ринок, пл.",16,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.841401,24.032003
2018-04-03,16:20:00,вівторок,місто,Львів,Личаківський,вулиця,Зелена,95,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.821234,24.055461
2018-04-10,10:30:00,вівторок,місто,Львів,Шевченківський,вулиця,Хімічна,49А,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,null,null,null,null,null,null,49.853165,24.02196
2018-04-01,8:01:00,неділя,місто,Львів,Залізничний,вулиця,Виговського І.,77,null,зіткнення бокове,порушення правил проїзду перехресть,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,49.812879,23.978498
2018-03-03,13:20:00,субота,місто,Львів,Франківський,вулиця,Володимира Великого,3,null,зіткнення з задньою частиною тз,недодержання дистанції,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,49.808247,24.016982
