accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2020-12-01,16:06:00,вівторок,місто,Львів,Франківський,вулиця,Симоненка В.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.808718,23.987682
2020-11-07,13:25:00,субота,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,1,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.794054,24.06435
2020-11-14,10:30:00,субота,місто,Львів,Залізничний,вулиця,Копистинського Т.,null,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,недодержання дистанції",1,легко травмований,null,,null,null,null,null,null,null,49.828952,23.919712
2020-11-14,11:13:00,субота,місто,Львів,Сихівський,вулиця,Зелена,308,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.787373,24.075253
2020-12-01,23:40:00,вівторок,місто,Львів,Сихівський,вулиця,Сихівська,16А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.795218,24.064221
2020-11-04,15:47:00,середа,місто,Львів,Галицький,вулиця,Бенедиктовича Ю.,null,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.842224,24.015598
2020-11-04,9:16:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,258,null,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.861258,23.967463
2020-11-23,16:02:00,понеділок,місто,Львів,Залізничний,вулиця,Любінська,null,вул. Любінська - вул. Яворницького Д.,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.8241,23.977253
2020-11-10,23:15:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,147,null,зіткнення бокове,"порушення правил маневрування,порушення правил проїзду перехресть",2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.802766,23.980687
2020-11-08,18:01:00,неділя,місто,Львів,Залізничний,вулиця,Суботівська,7,null,наїзд на пішохода,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.845455,23.966396
2020-11-01,19:55:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,418,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,,null,null,null,null,null,null,49.871711,23.942454
2020-11-25,19:20:00,середа,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",101,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.865324,24.015695
2020-11-05,19:27:00,четвер,місто,Львів,Личаківський,вулиця,Конопницької М.,null,Перехрестя вул. Левицького К. - вул. Конопницької М.,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.835097,24.038644
2020-11-13,18:30:00,п'ятниця,місто,Львів,Франківський,вулиця,Терлецького О.,19,null,наїзд на пішохода,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.829291,23.974394
2020-11-20,2:50:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,55,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815274,23.974544
2020-11-16,17:58:00,понеділок,місто,Львів,Галицький,вулиця,Городоцька,76,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.838626,24.008056
2020-11-22,19:48:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,272,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.824339,23.933721
2020-11-19,19:15:00,четвер,місто,Львів,Залізничний,вулиця,Головатого А.,null,вул. Виговського І. - вул. Головатого А.,наїзд на пішохода - пішохід рухався у попутному напрямку,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825982,23.967748
2020-11-06,19:20:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Варшавська,null,"Перехрестя вул. Варшавська - Чорновола В., просп.",наїзд на пішохода,"керування транспортним засобом у нетверезому стані,порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.867105,24.015641
2020-11-16,23:31:00,понеділок,місто,Львів,Франківський,вулиця,Городоцька,179,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.835346,23.994688
2020-11-06,1:16:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка,2,null,"наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо)","порушення правил маневрування,перевищення безпечної швидкості",1,помер на місці дтп,null,,null,null,null,null,null,null,49.801478,24.021338
2020-11-22,11:50:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,35,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.831218,23.991233
2020-11-28,19:30:00,субота,місто,Львів,Галицький,вулиця,Огієнка І.,null,вул. Огінка І. - вул. Городоцька,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.842743,24.018581
2020-11-20,3:43:00,п'ятниця,місто,Львів,Личаківський,вулиця,Хмельницького Б.,292,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.873038,24.060407
2020-12-22,22:01:00,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,13,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.858336,24.023677
2020-12-14,23:01:00,понеділок,село,Малехів,Шевченківський,вулиця,Хмельницького Б.,342,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.880018,24.061577
2020-12-12,15:35:00,субота,місто,Львів,Сихівський,вулиця,Зелена,405,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"неочікуваний вихід на проїзну частину,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.787225,24.07561
2020-12-05,11:05:00,субота,місто,Львів,Галицький,вулиця,Дорошенка П.,11,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839823,24.02696
2020-12-12,10:32:00,субота,місто,Львів,Личаківський,вулиця,Личаківська,null,вул. Личаківська - вул. Чернівецька,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.840473,24.04712
2020-12-17,21:17:00,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,102,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.812449,23.999875
2020-12-04,20:33:00,п'ятниця,місто,Львів,Франківський,вулиця,Окружна,null,вул. Окружна - вул. Любінська,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.827048,23.98279
2020-12-15,17:35:00,вівторок,місто,Львів,Франківський,вулиця,Героїв Майдану,14,null,зіткнення бокове,недодержання дистанції,4,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,null,null,null,null,null,49.829547,24.017975
2020-12-18,14:28:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,76,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.83865,24.008152
2020-12-23,10:09:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,null,вул. Володимира Великого - вул. Княгині Ольги,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.810393,23.999226
2020-12-05,0:10:00,субота,місто,Львів,Залізничний,вулиця,Кульпарківська,230,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.802915,23.980681
2020-12-19,18:01:00,субота,місто,Львів,Галицький,вулиця,Митрополита Андрея,5,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.836488,24.010674
2020-12-21,7:25:00,понеділок,місто,Львів,Личаківський,вулиця,Богданівська,42,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.855562,24.00764
2020-12-22,18:05:00,вівторок,місто,Львів,Франківський,вулиця,Трускавецька,2,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.797898,24.004869
2020-12-22,18:30:00,вівторок,місто,Львів,Франківський,вулиця,Коновальця Є.,81,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.828581,24.000347
2020-12-08,10:30:00,вівторок,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.799695,24.026906
2020-12-21,18:01:00,понеділок,місто,Львів,Сихівський,вулиця,Угорська,14,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,,null,null,null,null,null,null,49.810594,24.045033
2020-12-11,0:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Городоцька,223,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,тяжко травмований,null,,null,null,null,null,null,null,49.832322,23.979254
2020-12-15,14:10:00,вівторок,місто,Львів,Личаківський,вулиця,Мечникова І.,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.838081,24.054936
2020-12-09,19:30:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,113,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил проїзду пішохідних переходів,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.810989,23.989946
2020-12-26,11:50:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,28,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.86188,24.029385
2020-12-11,16:55:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,280,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.826024,23.929886
2020-12-11,15:15:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,226,null,наїзд на інші види перешкод,перевищення безпечної швидкості,4,легко травмований,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.82763,23.949509
2020-12-18,15:40:00,п'ятниця,місто,Львів,Галицький,вулиця,Вітовського Д.,null,вул. Вітовського Д. - вул. Болгарська,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.83019,24.023763
2020-12-05,17:40:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",93,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,помер на місці дтп,,null,null,null,null,null,null,49.789622,24.060026
2020-12-25,10:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Наукова,114,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.805993,23.984849
2020-12-16,18:38:00,середа,місто,Львів,Франківський,вулиця,Стрийська,80,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.819905,24.020276
2020-12-14,0:25:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,150,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перехід у невстановленому місці,порушення правил маневрування",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.853348,23.987601
2020-11-25,13:30:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,Перехрестя вул. Шевченка Т. - вул. Левандівська,наїзд на пішохода - на регульованому пішохідному переході,"порушення правил маневрування,порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.849315,23.995847
2020-12-07,12:25:00,понеділок,місто,Львів,Галицький,площа,"Соборна, пл.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.838418,24.034572
2020-12-13,16:10:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,132,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.851232,23.991582
2020-12-07,18:30:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,1,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",5,легко травмований,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,null,null,null,null,49.807866,24.017878
2020-11-18,19:15:00,середа,місто,Львів,Франківський,вулиця,Стрийська,202,null,зіткнення з задньою частиною тз,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.798795,24.017133
2020-12-14,20:02:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Трускавецька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.801222,23.980365
2020-12-16,13:39:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",16,null,падіння пасажира,порушення правил перевезення пасажирів,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.846629,24.025604
2020-11-07,6:01:00,субота,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В.,просп. - вул. Джерельна",наїзд на пішохода - на регульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.850512,24.024439
2020-12-09,9:10:00,середа,місто,Львів,Шевченківський,вулиця,Золота,35,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.849675,24.005658
2020-12-08,13:20:00,вівторок,місто,Львів,Личаківський,вулиця,Кривоноса М.,8,null,зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.845572,24.040877
2020-12-19,20:57:00,субота,місто,Львів,Франківський,вулиця,Наукова,44,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.805076,23.996147
2020-12-24,11:48:00,четвер,місто,Львів,Галицький,вулиця,Торгова,null,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.844735,24.02732
2020-12-02,18:15:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,418,null,зіткнення бокове,"недодержання дистанції,порушення правил маневрування,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.871925,23.942562
2020-12-16,15:10:00,середа,місто,Львів,Галицький,вулиця,Рутковича І.,14,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.827706,24.032636
2020-12-13,12:45:00,неділя,місто,Львів,Шевченківський,вулиця,Винниця,60,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.865902,23.976513
2020-12-22,9:13:00,вівторок,місто,Львів,Шевченківський,вулиця,Замарстинівська,217,null,наїзд на пішохода - на регульованому пішохідному переході,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.867925,24.023677
2020-12-17,17:30:00,четвер,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.846202,24.024889
2020-10-12,8:15:00,понеділок,місто,Львів,Сихівський,вулиця,Хоткевича Г.,null,"вул. Хоткевича Г. - Червоної Калини, просп.",зіткнення бокове,"перевищення безпечної швидкості,невиконання вимог сигналів регулювання",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.796309,24.053235
2020-10-09,15:01:00,п'ятниця,місто,Львів,Галицький,вулиця,Князя Романа,16,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.838304,24.032346
2020-10-08,21:01:00,четвер,місто,Львів,Залізничний,вулиця,Повітряна,33,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.844805,23.977527
2020-10-15,20:01:00,четвер,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",50,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.827567,24.010888
2020-10-30,7:30:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,95,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.817572,23.988862
2020-10-29,14:48:00,четвер,місто,Львів,Франківський,вулиця,Городоцька,165,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.83591,23.997949
2020-10-31,13:36:00,субота,місто,Львів,Залізничний,вулиця,Повітряна,24,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,помер на місці дтп,null,,null,null,null,null,null,null,49.845189,23.977184
2020-10-21,16:28:00,середа,місто,Львів,Шевченківський,вулиця,Мурована,36,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.876564,24.06111
2020-10-22,10:16:00,четвер,місто,Львів,Галицький,вулиця,Гонти І.,1,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.844573,24.030957
2020-10-23,12:01:00,п'ятниця,місто,Львів,Залізничний,вулиця,Смотрицького М.,null,Перехрестя вул. Смотрицького М. - вул. Виговського І.,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.812179,23.982232
2020-10-10,20:01:00,субота,місто,Львів,Галицький,площа,"Старий Ринок, пл.",null,"Перехрестя вул. Пильникарська - Старий Ринок, пл.",зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.846631,24.029915
2020-10-19,13:42:00,понеділок,місто,Львів,Франківський,вулиця,Котка Д.,null,Перехрестя вул. Котка Д. - вул. Княгині Ольги,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"перевищення безпечної швидкості,порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.822508,24.006425
2020-10-13,19:22:00,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,11,null,наїзд на пішохода - стояв на проїздній частині,неочікуваний вихід на проїзну частину,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.834318,24.068347
2020-10-05,13:26:00,понеділок,місто,Львів,Сихівський,вулиця,Сихівська,null,Перехрестя вул. Зелена - вул. Сихівська,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.798639,24.070787
2020-10-08,14:08:00,четвер,місто,Львів,Франківський,вулиця,Городоцька,165,null,перекидання тз,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.835893,23.997928
2020-10-27,10:59:00,вівторок,місто,Львів,Залізничний,вулиця,Патона Є.,44653,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822805,23.963998
2020-10-30,15:30:00,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,68,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.826512,24.072397
2020-10-23,17:30:00,п'ятниця,місто,Львів,Галицький,вулиця,Руставелі Ш.,44,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.829706,24.032271
2020-10-06,11:20:00,вівторок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",21,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.871897,24.037657
2020-10-29,23:58:00,четвер,місто,Львів,Галицький,вулиця,Під Дубом,7Б,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.850498,24.022653
2020-10-16,19:40:00,п'ятниця,місто,Львів,Личаківський,вулиця,Бігова,null,вул. Бігова - вул. Глинянський Тракт,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.840639,24.092202
2020-10-17,10:50:00,субота,місто,Львів,Залізничний,вулиця,Любінська,null,вул. Любінська - вул. Виговського І.,зіткнення бокове,"перевищення безпечної швидкості,порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.820639,23.968885
2020-10-12,22:41:00,понеділок,місто,Львів,Франківський,вулиця,Городоцька,227,null,зіткнення бокове,"перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.832346,23.977886
2020-10-30,8:43:00,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,47,null,наїзд на пішохода - стояв на проїздній частині,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.832608,24.033877
2020-10-26,15:14:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,148,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.804781,24.018661
2020-10-13,22:30:00,вівторок,місто,Львів,Личаківський,вулиця,Кукурудзяна,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,помер на місці дтп,без ушкоджень,,null,null,null,null,null,null,49.862745,24.05662
2020-10-22,18:55:00,четвер,місто,Львів,Сихівський,вулиця,Мікльоша К.,null,Перехрестя вул. Стрийська - вул. Мікльоша К.,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.7837218,24.0141834
2020-10-30,21:40:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,230А,null,зіткнення бокове,"недодержання дистанції,перевищення безпечної швидкості",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.803898,23.980923
2020-10-11,18:13:00,неділя,місто,Львів,Сихівський,вулиця,Сихівська,null,Перехрестя вул. Сихівська - вул. Кавалерідзе І.,зіткнення бокове,"порушення правил маневрування,порушення правил проїзду перехресть",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.79455,24.064119
2020-10-31,22:53:00,субота,місто,Львів,Франківський,вулиця,Стрийська,35,null,зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.816146,24.019954
2020-10-27,12:50:00,вівторок,місто,Львів,Сихівський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Хуторівка,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"неочікуваний вихід на проїзну частину,невиконання вимог сигналів регулювання",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.801894,24.018002
2020-10-09,15:18:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",76А,null,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.788607,24.058294
2020-10-30,19:21:00,п'ятниця,місто,Львів,Франківський,вулиця,Городоцька,108,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.836969,24.003378
2020-10-18,18:51:00,неділя,місто,Львів,Шевченківський,вулиця,Миколайчука І.,null,Перехрестя вул. Миколайчука І. - вул. Лінкольна А.,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.866787,24.043976
2020-10-25,21:01:00,неділя,місто,Львів,Сихівський,вулиця,Стрийська,61,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.795443,24.01666
2020-10-11,20:33:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Садова,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.821421,23.988669
2020-10-08,16:50:00,четвер,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,3,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815973,24.062154
2020-10-21,17:20:00,середа,місто,Львів,Франківський,вулиця,Боберського І.,null,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.831962,23.992875
2020-10-30,8:30:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Жовківська,16,null,зіткнення бокове,"перевищення безпечної швидкості,порушення правил маневрування",4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,49.8561,24.0357
