accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2017-07-05,15:50:00,середа,місто,Львів,Галицький,площа,"Соборна, пл.",6,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.83864,24.035854
2017-07-07,11:31:00,п'ятниця,місто,Львів,Франківський,вулиця,Городоцька,147,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.833325,23.983315
2017-07-08,10:47:00,субота,місто,Львів,Личаківський,вулиця,Богданівська,null,null,зіткнення з задньою частиною ТЗ,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.848893,24.083474
2017-06-30,13:40:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",59,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.857419,24.021091
2017-06-02,9:40:00,п'ятниця,місто,Львів,Личаківський,вулиця,Зелена,105,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.821276,24.055451
2017-08-01,13:55:00,вівторок,місто,Львів,Залізничний,вулиця,Роксоляни,null,Перехрестя вул. Роксоляни - вул. Білогорща,зіткнення лобове,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.844134,23.958542
2017-07-19,8:45:00,середа,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Антоновича В.,зіткнення з задньою частиною ТЗ,null,2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.816596,23.986588
2017-07-31,10:20:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,109,null,наїзд на пішохода - на регульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.786809,24.014794
2017-06-30,16:45:00,п'ятниця,місто,Львів,Личаківський,вулиця,Китайська,null,null,наїзд на велосипедиста - поза межами велосипедної доріжки,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.821719,24.07539
2017-08-02,1:30:00,середа,місто,Львів,Галицький,вулиця,Дорошенка П.,null,"Перехрестя вул. Дорошенка П., - Свободи, просп.",зіткнення лобове,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.840525,24.027872
2017-08-01,19:10:00,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,18,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,3,тяжко травмований,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.810161,24.002729
2017-07-22,2:45:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,null,наїзд на інші види перешкод,порушення правил маневрування,2,тяжко травмований,легко травмований,null,null,null,null,null,null,null,49.78281,24.059498
2017-07-20,19:30:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358Б,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.868139,23.952046
2017-07-27,18:30:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",77,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.796156,24.055767
2017-07-21,8:45:00,п'ятниця,місто,Львів,Личаківський,вулиця,Глинянський Тракт,null,null,наїзд на інші види перешкод,недодержання дистанції,1,легко травмований,,null,null,null,null,null,null,null,49.840224,24.090443
2017-06-24,12:04:00,субота,місто,Львів,Шевченківський,вулиця,Клепарівська,28А,null,зіткнення лобове,"перевищення встановленої швидкості, перевищення безпечної швидкості, порушення правил обгону",2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.848454,24.015228
2017-07-30,18:11:00,неділя,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,199,null,зіткнення лобове,null,4,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,49.857924,24.047211
2017-06-27,13:16:00,вівторок,місто,Львів,Сихівський,вулиця,Угорська,14,null,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.809517,24.046379
2017-07-26,8:51:00,середа,місто,Львів,Залізничний,вулиця,Сяйво,16,null,зіткнення з задньою частиною ТЗ,null,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.839353,23.97772
2017-07-26,8:43:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В., просп., - вул. Під Дубом",наїзд на пішохода - на нерегульованому пішохідному переході,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.850457,24.024385
2017-07-04,16:30:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358,null,зіткнення з задньою частиною ТЗ,null,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.868505,23.95225
2017-07-28,13:06:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,302,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.787699,24.014676
2017-06-28,12:01:00,середа,місто,Львів,Франківський,вулиця,Наукова,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.803234,24.005234
2017-07-01,18:04:00,субота,місто,Львів,Галицький,вулиця,Куліша П.,47,null,наїзд на пішохода - на нерегульованому пішохідному переході,недодержання дистанції,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.8489,24.024348
2017-07-04,18:10:00,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,42,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.830107,24.069259
2017-07-27,9:25:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,44,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.840377,24.012417
2017-06-30,15:06:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.857021,24.021735
2017-08-06,15:04:00,неділя,місто,Львів,Сихівський,вулиця,Стрийська,null,Біля ТЦ Ашан,зіткнення бокове,null,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,49.774128,24.014032
2017-07-08,22:35:00,субота,місто,Львів,Франківський,вулиця,Наукова,35А,null,зіткнення з задньою частиною ТЗ,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.80395,23.997043
2017-07-28,18:01:00,п'ятниця,місто,Львів,Личаківський,вулиця,Хмельницького Б.,null,ЕПІЦЕНТР,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.864436,24.053793
2017-07-04,12:30:00,вівторок,місто,Львів,Личаківський,вулиця,Медової Печери,3,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.826969,24.074768
2017-06-29,17:15:00,четвер,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.85265,24.02357
2017-07-08,18:46:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,280,null,падіння пасажира,null,1,тяжко травмований,null,null,null,null,null,null,null,null,49.823636,23.93024
2017-08-04,20:38:00,п'ятниця,місто,Львів,Галицький,вулиця,Стуса В.,25,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,тяжко травмований,,null,null,null,null,null,null,null,49.82075,24.039931
2017-07-20,15:31:00,четвер,місто,Львів,Залізничний,вулиця,Виговського І.,100,null,зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.812197,23.982441
2017-07-02,10:11:00,неділя,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.846666,24.02541
2017-07-06,11:55:00,четвер,місто,Львів,Сихівський,вулиця,Луганська,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,тяжко травмований,легко травмований,null,null,null,null,null,null,null,49.809078,24.035554
2017-07-06,23:01:00,четвер,місто,Львів,Галицький,площа,"Старий Ринок, пл.",null,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.846092,24.02946
2017-08-06,1:20:00,неділя,місто,Львів,Залізничний,вулиця,Широка,86,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.842743,23.962753
2017-07-11,16:35:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,"Перехрестя Червоної Калини, просп., - вул. Скрипника М.",зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.797908,24.051315
2017-06-22,14:33:00,четвер,місто,Львів,Франківський,вулиця,Горбачевського І.,2,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.82973,24.008131
2017-07-11,13:55:00,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В., - вул. Бетховена Л.",наїзд на пішохода - на нерегульованому пішохідному переході,null,4,легко травмований,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,49.863509,24.033322
2017-07-21,20:14:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,null,null,зіткнення лобове,"порушення правил маневрування, порушення правил проїзду перехресть",3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,49.810227,24.001586
2017-06-29,14:52:00,четвер,місто,Львів,Галицький,вулиця,Під Дубом,7Б,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.850125,24.022068
2017-07-24,8:50:00,понеділок,місто,Львів,Личаківський,вулиця,Пасічна,93Б,null,зіткнення бокове,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.811324,24.079397
2017-08-04,8:01:00,п'ятниця,місто,Львів,Залізничний,вулиця,Широка,6,null,зіткнення з задньою частиною ТЗ,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.842736,23.978509
2017-07-31,7:25:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,418,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.871724,23.942406
2017-07-12,19:22:00,середа,місто,Львів,Франківський,вулиця,Наукова,62,null,падіння пасажира,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.80438,23.994634
2017-07-15,22:01:00,субота,місто,Львів,Личаківський,вулиця,Старознесенська,null,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,null,1,легко травмований,null,null,null,null,null,null,null,null,49.850872,24.057451
2017-07-28,0:30:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",4,легко травмований,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.871057,23.944241
2017-07-13,11:23:00,четвер,місто,Львів,Франківський,вулиця,Наукова,null,Перехрестя вул. Наукова - вул. Княгині Ольги,зіткнення з задньою частиною ТЗ,невиконання вимог сигналів регулювання,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.80412,23.997424
2017-07-26,13:50:00,середа,місто,Львів,Залізничний,вулиця,Сяйво,16,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.839705,23.977956
2017-08-01,19:20:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,156А,null,зіткнення з задньою частиною ТЗ,недодержання дистанції,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.815904,23.985407
2017-07-31,14:01:00,понеділок,місто,Львів,Галицький,вулиця,Таманська,1,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.845119,24.021016
2017-07-25,15:28:00,вівторок,місто,Львів,Залізничний,вулиця,Щирецька,null,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.810809,23.968477
2017-07-13,8:40:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,"Перехрестя вул. Шевченка Т., - вул. Величковського І.",зіткнення бокове,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.860072,23.970366
2017-07-13,17:51:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,null,Перехрестя вул. Городоцька - вул. Патона Є.,наїзд на пішохода - на нерегульованому пішохідному переході,null,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.83073,23.968949
2017-07-29,20:01:00,субота,місто,Львів,Франківський,вулиця,Кульпарківська,null,null,зіткнення лобове,невиконання вимог сигналів регулювання,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.816762,23.986716
2017-07-16,22:40:00,неділя,місто,Львів,Галицький,вулиця,Під Дубом,2,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,тяжко травмований,без ушкоджень,null,null,null,null,null,null,null,49.850467,24.025345
2017-07-14,16:01:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,251,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.80644,24.06236
2017-08-01,11:35:00,вівторок,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,231,null,наїзд на велосипедиста - поза межами велосипедної доріжки,"порушення правил маневрування, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.866386,24.054281
2017-07-17,19:01:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,222,null,зіткнення з задньою частиною ТЗ,null,1,легко травмований,null,null,null,null,null,null,null,null,49.828581,23.956987
2017-07-20,0:01:00,четвер,місто,Львів,Залізничний,вулиця,Шевченка Т.,315,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,null,null,null,null,null,null,null,49.847005,24.003239
2017-08-01,12:16:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",104,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.783727,24.059399
2017-06-29,15:05:00,четвер,місто,Львів,Личаківський,вулиця,Богданівська,1,null,зіткнення бокове,"перевищення безпечної швидкості, виїзд на смугу зустрічного руху",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.845583,24.084821
2017-07-23,20:12:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,222,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,49.828581,23.956729
2017-08-02,16:50:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",2,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.848025,24.025796
2017-06-01,17:40:00,четвер,місто,Львів,Галицький,вулиця,Дорошенка П.,2,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.840307,24.027325
2017-07-10,16:28:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.869059,23.953242
2017-07-23,15:45:00,неділя,місто,Львів,Личаківський,вулиця,Левицького К.,93,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,null,null,null,null,null,null,null,49.830907,24.047586
2017-07-12,14:10:00,середа,місто,Львів,Залізничний,вулиця,Низинна,27,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.839816,23.971213
2017-06-07,16:45:00,середа,місто,Львів,Залізничний,вулиця,Шевченка Т.,107,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.850557,23.99281
2017-07-11,8:01:00,вівторок,місто,Львів,Залізничний,вулиця,Кульчицької О.,4,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,легко травмований,тяжко травмований,null,null,null,null,null,null,null,49.817465,23.973407
2017-07-27,14:17:00,четвер,місто,Львів,Галицький,вулиця,Франка І.,null,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,null,null,null,null,null,null,null,49.830121,24.031134
2017-07-01,13:26:00,субота,місто,Львів,Личаківський,вулиця,Богданівська,26,null,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,без ушкоджень,null,null,null,null,49.845386,24.084751
2017-06-27,6:45:00,вівторок,місто,Львів,Галицький,вулиця,Винниченка В.,12,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.840394,24.036654
2017-08-03,23:02:00,четвер,місто,Львів,Франківський,вулиця,Героїв УПА,null,Перехрестя вул. Героїв УПА - вул. Кульпарківська,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.828086,23.990085
2017-06-14,1:30:00,середа,місто,Львів,Галицький,проспект,"Свободи, просп.",1,null,перекидання ТЗ,null,1,тяжко травмований,null,null,null,null,null,null,null,null,49.840162,24.028103
2017-07-27,13:14:00,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.819085,24.004151
2017-07-15,19:37:00,субота,місто,Львів,Личаківський,вулиця,Зелена,151,null,наїзд на інші види перешкод,null,1,тяжко травмований,null,null,null,null,null,null,null,null,49.817749,24.059581
2017-07-19,18:15:00,середа,місто,Львів,Франківський,вулиця,Наукова,62,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.804383,23.994623
2017-07-27,13:13:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,60,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.865072,24.050274
2017-06-28,12:30:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,300,null,зіткнення з задньою частиною ТЗ,невиконання вимог сигналів регулювання,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.821593,23.919215
2017-07-04,22:17:00,вівторок,місто,Львів,Галицький,вулиця,Городоцька,117,null,наїзд на пішохода - на нерегульованому пішохідному переході,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.837937,24.006549
2017-07-05,23:50:00,середа,місто,Львів,Галицький,вулиця,Городоцька,44,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.840325,24.012444
2017-08-01,9:40:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,5А,null,зіткнення з задньою частиною ТЗ,null,4,без ушкоджень,без ушкоджень,тяжко травмований,легко травмований,null,null,null,null,null,49.822629,24.006806
2017-07-11,15:35:00,вівторок,місто,Львів,Сихівський,вулиця,Луганська,42,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, порушення правил маневрування",3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.808441,24.039481
2017-07-25,23:22:00,вівторок,місто,Львів,Личаківський,вулиця,Погулянка,null,Перехрестя вул. Погулянка - вул. Вахнянина А.,наїзд на інші види перешкод,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.827616,24.057494
2017-07-02,18:50:00,неділя,місто,Львів,Залізничний,вулиця,Виговського І.,null,null,зіткнення з задньою частиною ТЗ,"порушення правил маневрування, порушення правил проїзду перехресть",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.82068,23.968885
2017-07-10,9:39:00,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В., - вул. Окуневського Т.",наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.8629,24.031219
2017-07-14,7:10:00,п'ятниця,місто,Львів,Галицький,площа,"Міцкевича А., пл.",null,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,null,null,null,null,null,null,null,49.839422,24.029406
2017-07-28,22:20:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.871278,23.944477
2017-07-11,19:20:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,66,null,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839595,24.050451
2017-07-23,5:55:00,неділя,місто,Львів,Галицький,вулиця,Городоцька,57,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.842349,24.017519
2017-07-19,11:40:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,51,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.810185,24.002252
2017-07-07,11:52:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,null,null,наїзд на інші види перешкод,null,1,легко травмований,null,null,null,null,null,null,null,null,49.862665,24.030683
2017-07-28,11:10:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зубрівська,25,null,зіткнення з задньою частиною ТЗ,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.795159,24.05986
2017-07-29,17:22:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В., просп., - вул. Хімічна",наїзд на інші види перешкод,порушення правил маневрування,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.853684,24.023135
2017-07-28,13:05:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,302,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.787741,24.014686
2017-07-06,13:35:00,четвер,місто,Львів,Франківський,вулиця,Городоцька,139,null,зіткнення з задньою частиною ТЗ,null,4,без ушкоджень,без ушкоджень,тяжко травмований,тяжко травмований,null,null,null,null,null,49.833443,23.983943
2017-07-28,22:03:00,п'ятниця,місто,Львів,Сихівський,вулиця,Пасічна,127,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.807305,24.071324
2017-07-26,10:07:00,середа,місто,Львів,Галицький,вулиця,Зелена,null,"Перехрестя вул. Зелена - Петрушевича Є., пл.",зіткнення лобове,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.823546,24.052205
2017-04-17,18:01:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,"Перехрестя вул. Шевченка Т., - вул. Січових Стрільців",зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.859788,23.968241
2017-07-21,21:38:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,119,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.837892,24.006388
2017-07-28,22:47:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В., просп., - вул. Під Дубом",зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.857547,24.021209
2017-07-04,13:01:00,вівторок,місто,Львів,Галицький,вулиця,Городоцька,9,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.844158,24.024734
2017-07-12,20:13:00,середа,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Антоновича В.,зіткнення з задньою частиною ТЗ,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.81715,23.986909
2017-07-12,8:09:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",70,null,наїзд на пішохода - на регульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.78948,24.058739
2017-08-04,12:04:00,п'ятниця,місто,Львів,Франківський,вулиця,Наукова,null,Перехрестя вул. Наукова - вул. Симоненка В.,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.805173,23.986588
2017-06-28,0:03:00,середа,місто,Львів,Залізничний,вулиця,Широка,85,null,зіткнення з задньою частиною ТЗ,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.841328,23.963842
2017-08-18,21:49:00,п'ятниця,місто,Львів,Залізничний,вулиця,Любінська,null,"Перехрестя вул. Любінська - вул. Петлюри С., - вул. Яворницького Д.",зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.824089,23.977296
2017-09-09,18:15:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,null,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.830107,23.965473
2017-08-25,18:26:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,186,null,зіткнення з задньою частиною ТЗ,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.856399,23.981432
2017-08-28,20:50:00,понеділок,місто,Львів,Сихівський,вулиця,Зелена,266,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.801679,24.065804
2017-09-01,15:41:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,234,null,зіткнення бокове,недодержання дистанції,6,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,легко травмований,null,null,null,49.832142,24.091907
