accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2017-04-04,22:15:00,вівторок,місто,Львів,Франківський,вулиця,Городоцька,179,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.835543,23.995492
2017-04-02,15:20:00,неділя,місто,Львів,Галицький,вулиця,Митрополита Андрея,3,null,зіткнення з задньою частиною ТЗ,null,4,без ушкоджень,без ушкоджень,тяжко травмований,легко травмований,null,null,null,null,null,49.836453,24.010786
2017-03-25,13:43:00,субота,місто,Львів,Галицький,вулиця,Галицька,19,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.839927,24.031767
2017-04-05,12:51:00,середа,місто,Львів,Сихівський,вулиця,Луганська,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.811937,24.021521
2017-04-04,18:50:00,вівторок,місто,Львів,Сихівський,вулиця,Луганська,null,Перехрестя вул. Луганська - вул. Стрийська,перекидання ТЗ,"перевищення безпечної швидкості, недодержання дистанції",1,тяжко травмований,null,null,null,null,null,null,null,null,49.812442,24.019825
2017-04-05,14:26:00,середа,місто,Львів,Личаківський,вулиця,Медової Печери,null,Перехрестя вул. Медової Печери - вул. Пасічна,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.82673,24.072225
2017-04-08,10:56:00,субота,місто,Львів,Сихівський,вулиця,Стрийська,null,Виїзд з парковки ТЦ Кінг Крос,зіткнення з задньою частиною ТЗ,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.797209,24.016993
2017-04-07,16:27:00,п'ятниця,місто,Львів,Сихівський,вулиця,Луганська,17,null,наїзд на інші види перешкод,"порушення правил маневрування, порушення правил проїзду перехресть",3,тяжко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,49.80716,24.057602
2017-04-12,20:59:00,середа,місто,Львів,Франківський,вулиця,Княгині Ольги,100І,null,наїзд на інші види перешкод,null,1,помер по дорозі в лікарню,null,null,null,null,null,null,null,null,49.812311,23.999956
2017-04-11,11:42:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,null,Міст вул. Кульпарківська - вул. Садова,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.817205,23.986502
2017-04-11,15:42:00,вівторок,місто,Львів,Франківський,вулиця,Наукова,51,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.804155,23.98707
2017-04-12,15:43:00,середа,місто,Львів,Франківський,вулиця,Тобілевича І.,8,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.836194,24.002981
2017-04-11,12:34:00,вівторок,місто,Львів,Франківський,вулиця,Наукова,35А,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.803261,23.996903
2017-04-13,14:37:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,36,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.8628,24.031064
2017-04-11,14:19:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,"Перехрестя Червоної Калини, просп., - вул. Коломийська",наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.797777,24.051095
2017-04-10,19:26:00,понеділок,місто,Львів,Залізничний,вулиця,"Курмановича В., ген.",null,З/Д Переїзд,зіткнення бокове,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.830066,23.950539
2017-04-06,12:23:00,четвер,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,Міленіум,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.857519,24.020941
2017-04-14,9:40:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",103,null,падіння пасажира,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.866189,24.015346
2017-04-17,7:58:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,292,null,зіткнення лобове,"перевищення безпечної швидкості, порушення правил маневрування",3,без ушкоджень,тяжко травмований,тяжко травмований,null,null,null,null,null,null,49.828879,23.958553
2017-04-18,18:30:00,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45,null,зіткнення з задньою частиною ТЗ,недодержання дистанції,3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.8522,24.022272
2017-04-18,17:50:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,168,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.833675,23.97014
2017-04-14,18:39:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хімічна,null,"Перехрестя вул. Хімічна - Чорновола В., просп.",наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.85431,24.024267
2017-04-18,11:50:00,вівторок,місто,Львів,Шевченківський,вулиця,Базарна,1,null,наїзд на інші види перешкод,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.84541,24.019981
2017-04-18,17:04:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,172,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.831405,23.970736
2017-04-23,1:01:00,неділя,місто,Львів,Шевченківський,вулиця,Липинського В.,60А,null,наїзд на інші види перешкод,null,1,легко травмований,null,null,null,null,null,null,null,null,49.865058,24.050896
2017-04-23,21:23:00,неділя,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В., - вул. Окуневського Т.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.856267,24.019804
2017-04-24,9:35:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,10,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.809819,24.008013
2017-04-25,17:23:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",35А,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.799629,24.04786
2017-04-25,20:30:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,124,null,падіння пасажира,null,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,49.834782,23.991625
2017-04-21,14:46:00,п'ятниця,місто,Львів,Залізничний,вулиця,Сяйво,21,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.84102,23.97845
2017-04-30,16:01:00,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.799706,24.04772
2017-04-29,22:53:00,субота,місто,Львів,Сихівський,вулиця,Липова Алея,null,null,зіткнення лобове,null,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.817102,24.045575
